Family,ocean_combined_1000_1,ocean_combined_1000_2,ocean_combined_1000_3,ocean_combined_1000_4,ocean_combined_1000_5,ocean_combined_10000_1,ocean_combined_10000_2,ocean_combined_10000_3,ocean_combined_10000_4,ocean_combined_10000_5,ocean_combined_100000_1,ocean_combined_100000_2,ocean_combined_100000_3,ocean_combined_100000_4,ocean_combined_100000_5,ocean_combined_1000000_1,ocean_combined_1000000_2,ocean_combined_1000000_3,ocean_combined_1000000_4,ocean_combined_1000000_5,ocean_combined_10000000_1,ocean_combined_10000000_2,ocean_combined_10000000_3,ocean_combined_10000000_4,ocean_combined_10000000_5
Stichococcaceae,,,,,,,,,,,,,,,,1.1e-05,1.4e-05,1e-05,,1e-05,4.5e-06,4.5e-06,5.5e-06,5.6e-06,5.2e-06
Stigonemataceae,,,,,,,,,,,,,,,,,,,,,3e-07,,,3e-07,
Stolidobranchia,,,,,,,,,,,,,,,,,5.8e-05,4.5e-05,6.9e-05,3.2e-05,5.1e-05,5.16e-05,3.17e-05,2.97e-05,3.47e-05
Strangosporaceae,,,,,,,,,,,,,,,,,,,,,2e-07,,,,2e-07
Stratiomyidae,,,,,,,,,,,,,,,,,,,2e-06,2e-06,2e-07,,2e-07,,
Streblidae,,,,,,,,,,,,,,,,,,,,,,2e-07,4e-07,2e-07,
Streptococcaceae,,,,,,0.0012,0.0008,0.001,0.0013,,0.00113,0.0013,0.00129,0.00121,0.0009,0.001108,0.001129,0.001172,0.001161,0.001038,0.0011898,0.0011875,0.0011825,0.0011766,0.0011847
Streptomycetaceae,,,,0.004,,,,,,,0.00025,0.00039,0.00055,0.00029,0.00049,0.000459,0.000514,0.000453,0.000489,0.000475,0.0005451,0.0005018,0.0005529,0.0005877,0.0005719
Streptosporangiaceae,,,,,,,,,,,,,,,,,,2e-06,,,2e-06,1.3e-06,1.1e-06,1.2e-06,1.6e-06
Strobilidiidae,,,,,,,,,,,,,,,,,,,,,1.1e-06,1.8e-06,,1.7e-06,2.7e-06
Strombidiidae,,,,,,,,,,,,,,,,,,,,,2e-07,6e-07,8e-07,2e-07,
Strombidinopsidae,,,,,,,,,,,,,,,,,,,,,,,7e-07,5e-07,6e-07
Strongylidae,,,,,,,,,,,,,,,,,,,,,6e-07,,2e-07,,2e-07
Strongylocentrotidae,,,,,,,,,,,,,,,,,,,3e-06,2e-06,1.4e-06,1.2e-06,1.2e-06,1.3e-06,1.4e-06
Strongyloididae,,,,,,,,,,,,,,,,,,,,,,2e-07,4e-07,,2e-07
Stupendidae,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07,
Stygamoebida,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Stygiomysidae,,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,
Stylocephalidae,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
Stylonemataceae,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Styracaceae,,,,,,,,,,,,,,,,4e-06,,2e-06,4e-06,,1e-06,1.6e-06,1.7e-06,1.3e-06,1.4e-06
Subgroup 17,,,,,,,,,,,,,,,,8e-06,,,1e-05,1e-05,3.9e-06,3.8e-06,4.3e-06,3.4e-06,4.5e-06
Subgroup 18,,,,,,,,,,,,,,,,,,,,,1e-06,1.2e-06,6e-07,9e-07,1e-06
Subgroup 21,,,,,,,,,,,,,,,,1e-05,8e-06,7e-06,1.4e-05,,8e-06,9.2e-06,7.8e-06,8.4e-06,7.5e-06
Subgroup 22,,,,,,,,,,,,,,,,6e-06,5e-06,8e-06,2.7e-05,1.4e-05,1.8e-05,2.02e-05,2.01e-05,1.48e-05,2e-05
Subgroup 26,,,,,,,,,,,,,,,,1.1e-05,,9e-06,1.1e-05,1.7e-05,9.3e-06,8.9e-06,7.6e-06,9.3e-06,9.2e-06
Succinivibrionaceae,,,,,,0.0004,,,,0.0006,0.00043,0.00037,0.00033,0.00051,0.0004,0.000363,0.000418,0.000394,0.000396,0.000381,0.0003647,0.0003766,0.00037,0.0003768,0.0003668
Suessiaceae,,,,,,,,,,,,,,,,,,,,,2.85e-05,3.5e-05,1.9e-05,3.31e-05,2.74e-05
Sulfobacillaceae,,,,,,,,,,,,,,,,,,,,,,,,,4e-07
Sulfolobaceae,,,,,,,,,,,,,,,,,8e-06,,,,5.1e-06,5.1e-06,3.8e-06,5.9e-06,4.1e-06
Sulfurimonadaceae,,,,,,,,,,,,3e-05,,,,1.5e-05,3.8e-05,2.7e-05,3.9e-05,3.8e-05,3.48e-05,3.05e-05,3.34e-05,3.02e-05,3.41e-05
Sulfurospirillaceae,,,,,,,,,,,,,,,,4e-06,,,,,1e-06,8e-07,9e-07,1e-06,1.3e-06
Sulfurovaceae,,,,,,,,,,,9e-05,5e-05,3e-05,9e-05,5e-05,4.3e-05,4.3e-05,6.2e-05,6.7e-05,4.8e-05,4.65e-05,4.35e-05,4.7e-05,4.47e-05,4.67e-05
Sumerlaeaceae,,,,,,,,,,,,,,,,,3e-06,,,,1.1e-06,7e-07,8e-07,1e-06,6e-07
Surface 1,,,,,,0.0005,,,,,0.0004,0.00033,0.0002,0.00027,0.00032,0.000276,0.000342,0.000322,0.000337,0.000369,0.0003707,0.0003511,0.000375,0.0003495,0.0003762
Surface 2,,,,,,,,,,,,,,,,,,,,,2.1e-06,7.8e-06,4.9e-06,6.6e-06,5.2e-06
Surface 4,,,,,,,,,,,,0.0002,,0.00023,,4.3e-05,2.6e-05,5.3e-05,2.4e-05,5.2e-05,3.4e-05,3.35e-05,3.64e-05,3.23e-05,3.37e-05
Surirellaceae,,,,,,,,,,,,,,,,,,,2e-06,,2e-07,7e-07,5e-07,7e-07,4e-07
Sutterellaceae,,,,,,,,,,,,,,,,,,,,,,7e-07,4e-07,4e-07,
Sva0485,,,,,,,,,,,,,,3e-05,,2.9e-05,2.3e-05,2.6e-05,1.6e-05,2.5e-05,3.32e-05,2.79e-05,2.98e-05,3.08e-05,2.73e-05
Sva0725,,,,,,,,,,,,,,,,,,,,,8e-07,3e-07,,3e-07,
Sva0996 marine group,,,,,,,,,,,0.0002,5e-05,,,,7.5e-05,7.1e-05,7e-05,5.9e-05,7.2e-05,8.91e-05,4.96e-05,5.59e-05,8.71e-05,8.22e-05
Sva1033,,,,,,,0.0004,0.0008,,,0.00049,0.00048,0.00063,0.00048,0.00046,0.000434,0.000449,0.000405,0.000404,0.00043,0.0004105,0.0003892,0.0004045,0.0003953,0.0003954
Symbiodiniaceae,,,,,,,,,,,,,,,,,,3e-06,,2e-06,2.4e-06,2.8e-06,3e-06,2.9e-06,3.1e-06
Sympoventuriaceae,,,,,,,,,,,,,,,,,,,,,3.6e-06,4.3e-06,3.2e-06,4.1e-06,4.2e-06
Syncephalastraceae,,,,,,,,,,,,,,,,,,,,,7e-07,7e-07,1e-06,1e-06,4e-07
Synchytriaceae,,,,,,,,,,,,,,,,2e-05,,,,,1.03e-05,1.25e-05,9.6e-06,1.19e-05,8e-06
Syndiniaceae,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
Syndiniales,0.011,0.003,0.017,,0.014,0.0125,0.0128,0.012,0.0124,0.0139,0.01169,0.01156,0.01268,0.01203,0.01198,0.012215,0.012178,0.012196,0.012289,0.012326,0.0124153,0.012407,0.0124359,0.0123666,0.0123937
Synechococcaceae,,,,,,,,,,,6e-05,4e-05,7e-05,6e-05,6e-05,5.7e-05,6e-05,5.8e-05,7.6e-05,5.8e-05,5.36e-05,4.84e-05,5.28e-05,5.05e-05,5.05e-05
Synergistaceae,,,,,,,,,,,,,,,,4e-06,,2e-06,8e-06,2e-06,1.08e-05,1.12e-05,1.19e-05,1.22e-05,1.13e-05
Synlestidae,,,,,,,,,,,,,,,,,,,,,,,5e-07,,
Syntrophaceae,,,,,,,,,,,3e-05,2e-05,3e-05,3e-05,8e-05,4.2e-05,4.1e-05,4.1e-05,4.6e-05,3.8e-05,4.55e-05,4.3e-05,4.76e-05,4.29e-05,4.54e-05
Syntrophobacteraceae,,,,,,,,,,,,6e-05,8e-05,,6e-05,4.3e-05,4.6e-05,4.9e-05,3.7e-05,4.2e-05,3.21e-05,3.04e-05,3.36e-05,3.24e-05,3.35e-05
Syntrophomonadaceae,,,,,,,,,,,,,,,,3e-06,5.9e-05,5.7e-05,3.2e-05,,6.12e-05,5.83e-05,6.08e-05,5.75e-05,6.34e-05
Syntrophorhabdus,,,,,,,,,,,,,,,0.00024,3e-06,,,6e-06,,2.14e-05,2.16e-05,1.92e-05,1.99e-05,1.97e-05
Syrphidae,,,,,,,,,,,,,,,,,,,,,,3e-07,,,
T34,,,,,,,,,,,,,,,,7e-06,4e-06,,9e-06,3e-06,6.1e-06,5.4e-06,6e-06,6.2e-06,5.6e-06
T9d,,,,,,,,,,,,,,,,,,,,,,3e-07,,,
TAGIRI-15,,,,,,,,,,,,,,,,,,,,,2e-07,4e-07,2e-07,,
TAGIRI-17,,,,,,,,,,,,,,,,,,,3e-06,,1e-06,9e-07,8e-07,3e-07,
TK34,,,,,,,,,,,,,,,,,,,,,1.57e-05,5e-07,,2e-07,4e-07
TK85,,,,,,,,,,,,,,,,,,,,,4e-07,,,4e-07,
TM146,,,,,,,,,,,,,,6e-05,9e-05,2.4e-05,3.4e-05,3.8e-05,3.1e-05,2.6e-05,2.18e-05,2.11e-05,1.99e-05,2.04e-05,2.1e-05
TTA-B1,,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07
TWP7-38,,,,,,,,,,,,,,,,,,,,,3e-07,4e-07,5e-07,6e-07,5e-07
Tachinidae,,,,,,,,,,,,,,,3e-05,,5e-06,3e-06,6e-06,5e-06,5.3e-06,5.8e-06,6.7e-06,5e-06,5.1e-06
Taeniacanthidae,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Taeniopterygidae,,,,,,,,,,,,,,,,,,,,,3e-07,,1.5e-06,4e-07,3e-07
Tamaricaceae,,,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,
Tangfeifania,,,,,,,,,,,,,,,,,1e-05,9e-06,6e-06,5e-06,6.2e-06,5.8e-06,6.1e-06,7e-06,5e-06
Tannerellaceae,,,,,,,,,,,2e-05,,,,,7e-06,8e-06,1.4e-05,,7e-06,7.4e-06,7.7e-06,6.4e-06,6.3e-06,6.1e-06
Taphrinaceae,,,,,,,,,,,,,,,,,3e-06,,,,9e-07,1.1e-06,1.1e-06,8e-07,9e-07
Taxaceae,,,,,,,,,,,,,,,,,,,2e-06,,1.2e-06,8e-07,8e-07,7e-07,2.2e-06
Tecophilaeaceae,,,,,,,,,,,,,,,,,,,,,,,,5e-07,4e-07
Tegulidae,,,,,,,,,,,,,,,,,,,,,2e-07,5e-07,4e-07,2e-07,3e-07
Teleostei,,,,,,,,,,,,,,,,,,,,,,3e-07,3e-07,2e-07,3e-07
Teloschistaceae,,,,,,,,,,,,,,,,,,2e-06,,,5e-07,1e-06,6e-07,9e-07,7e-07
Telotylenchidae,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Temoridae,,,,,,,,,,,,,,,,,,,,,6e-07,3e-07,,,
Temperatibacteraceae,,,,,,,,,,,9e-05,,4e-05,9e-05,8e-05,5.6e-05,5.3e-05,6.7e-05,5.2e-05,6.3e-05,5.85e-05,6.14e-05,5.95e-05,5.84e-05,5.9e-05
Tenderiaceae,,,,,,,,,,,,,,,,,,,,,3.8e-06,2.2e-06,3.4e-06,3e-06,2.9e-06
Tenebrionidae,,,,,,,,,,,,3e-05,,,,3e-06,3e-06,5e-06,4e-06,5e-06,3.1e-06,4.2e-06,3.7e-06,4.1e-06,4.1e-06
Tepidisphaeraceae,,,,,,,,,,,,,,2e-05,,2.6e-05,1.7e-05,1.8e-05,2.6e-05,2.9e-05,3.12e-05,3.04e-05,2.94e-05,2.65e-05,3.06e-05
Tepidisphaerales,,,,,,,,,,,,,,,,,,,,,9e-07,9e-07,1.1e-06,1e-06,9e-07
Teranymphidae,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Terasakiellaceae,,,,,,,,,,,,,,,,,,,,,3.4e-06,4.7e-06,4.8e-06,4.8e-06,3.8e-06
Teratocephalidae,,,,,,,,,,,,,,,,,,,,,,8e-07,1e-06,,9e-07
Terrestrial Miscellaneous Gp(TMEG),,,,,,,,,,,4e-05,,,,,1.8e-05,6e-06,5e-06,1.7e-05,3.7e-05,1.99e-05,2.21e-05,2.13e-05,1.98e-05,2.31e-05
Terrimicrobiaceae,,,,,,,,,,,,,,,,,,,,,8e-07,,8e-07,,9e-07
Testudinellidae,,,,,,,,,,,,,,,,,,,,,7e-07,,,4e-07,6e-07
Tetrahymenidae,,,,,,,,,,,,,,,,,,,,,3e-07,,,2e-07,3e-07
Tetraphidaceae,,,,,,,,,,,,,,,,,,2e-06,2e-06,,6e-07,9e-07,3e-07,4e-07,1.8e-06
Tetrastemmatidae,,,,,,,,,,,,,,,,,,,,,4e-07,2e-07,4e-07,2e-07,5e-07
Tetratomidae,,,,,,,,,,,,,,,,,,,,,8e-07,8e-07,1.1e-06,9e-07,1.1e-06
Tetrigidae,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,4e-07,5e-07,
Tettigoniidae,,,,,,,,,,,,,,,,,,,,,,3e-07,,,
Teuthida,,,,,,,,,,,,,,,,,,,,,3e-07,3e-07,,2e-07,
Thalassionemataceae,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Thalassiosiraceae,,,,,,,,,,,,,,,,6e-06,2.9e-05,,6.8e-05,,2.1e-05,2.35e-05,2.25e-05,2.14e-05,7.6e-06
Thalassobaculaceae,,,,,,,,,,,,,,,,4.9e-05,3.8e-05,6.4e-05,6.3e-05,4.1e-05,4.26e-05,3.93e-05,4.32e-05,4.01e-05,4.01e-05
Thalassocarididae,,,,,,,,,,,,,,,,,,,,,4e-07,4e-07,2e-07,2e-07,7e-07
Thaliacea,,,,,,,,,,,3e-05,,,6e-05,,2.7e-05,7.1e-05,2.4e-05,2.6e-05,2.3e-05,5.54e-05,2.51e-05,5.48e-05,2.49e-05,6.04e-05
Thaumastocoridae,,,,,,,,,,,,,,,,,,,,5.5e-05,1.57e-05,1.51e-05,1.51e-05,,1.57e-05
Thaumastodermatidae,,,,,,,,,,,,,,,,,,,,,5e-07,5e-07,1.2e-06,7e-07,4e-07
Thaumatomastigidae,,,,,,,,,,,,,,,,1.8e-05,,,1.3e-05,,1.43e-05,1.2e-05,1.37e-05,1.51e-05,1.3e-05
Thaumatomonadida,,,,,,,,,,,,,,,,,,,,,,,,4e-07,4e-07
Theaceae,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Thecofilosea,,,,,,,,,,,,,,,,8e-06,1e-05,2e-06,,,2.01e-05,1.94e-05,1.92e-05,1.5e-05,1.54e-05
Theileriidae,,,,,,,,,,,,4e-05,4e-05,3e-05,4e-05,4.4e-05,4.2e-05,4.3e-05,4.2e-05,4.9e-05,5.21e-05,5.24e-05,5.66e-05,5.31e-05,4.87e-05
Thelebolaceae,,,,,,,,,,,,,,,,,,,2e-06,,6e-07,4e-07,2e-07,7e-07,4e-07
Theoperidae,,,,,,,,,,,,,,,,,,,,,9e-07,4e-07,3e-07,4e-07,2e-07
Therevidae,,,,,,,,,,,,,,,,,,,,,3e-07,5e-07,3e-07,4e-07,6e-07
Thermaceae,,,,,,,,,,,,,,,,1.7e-05,8e-06,1.5e-05,1.7e-05,1.2e-05,1.67e-05,1.61e-05,1.71e-05,1.55e-05,1.75e-05
Thermoactinomycetaceae,,,,,,,,,,,,,,,,,,,,2e-06,1.5e-06,2.2e-06,2.3e-06,2.1e-06,7e-07
Thermoanaerobacteraceae,,,,,,,,,,,,3e-05,,,,7e-06,5e-06,,6e-06,8e-06,6.9e-06,7e-06,7.3e-06,6.4e-06,7.4e-06
Thermoanaerobaculaceae,,,,,,,,,,,6e-05,,,9e-05,,8.2e-05,6.9e-05,7.8e-05,6.2e-05,7.2e-05,4.73e-05,4.79e-05,4.39e-05,4.78e-05,4.74e-05
Thermococcaceae,,,,,,,,,,,,,,,,,,,,,1.3e-06,6e-07,5e-07,7e-07,8e-07
Thermodesulfobacteriaceae,,,,,,,,,,,,,,,,,,,,,4e-07,6e-07,5e-07,4e-07,6e-07
Thermodesulfobiaceae,,,,,,,,,,,,,,,,,,,,,6e-07,3e-07,,4e-07,7e-07
Thermofilaceae,,,,,,,,,,,,,,,,,,2e-06,,,9e-07,4e-07,,1.1e-06,5e-07
Thermoflexaceae,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
Thermogemmatisporaceae,,,,,,,,,,,,,,,,,,2e-06,2e-06,,1.5e-06,1.3e-06,1.2e-06,9e-07,1e-06
Thermomicrobiaceae,,,,,,,,,,,,,,,,,2e-06,,,,1.1e-06,9e-07,9e-07,7e-07,8e-07
Thermomonosporaceae,,,,,,,,,,,,,,,,1.5e-05,3e-06,2e-06,,4e-06,1.55e-05,1.61e-05,1.47e-05,1.55e-05,1.55e-05
Thermoplasmataceae,,,,,,,,,,,,,,,,1.2e-05,2.1e-05,8e-06,1.1e-05,1.2e-05,1.03e-05,1.11e-05,1.12e-05,1.08e-05,1.09e-05
Thermoplasmatales Candidatus Methanomethylophilus,,,,,,,,,,,,,,,,,,,,,2e-07,5e-07,3e-07,4e-07,1e-06
Thermoplasmatales Candidatus Methanoplasma,,,,,,,,,,,,,,,,,,,,,7e-07,4e-07,7e-07,2e-07,2e-07
Thermoplasmatales uncultured,,,,,,,0.0004,,0.0009,0.0014,0.00061,0.00071,0.00062,0.00066,0.00055,0.000596,0.000586,0.000596,0.000579,0.000611,0.0006007,0.0006028,0.0006055,0.0006007,0.0006125
Thermoproteaceae,,,,,,,,,,,,,,,,4e-06,4e-06,8e-06,3e-06,7e-06,8.5e-06,9.7e-06,1.09e-05,8.1e-06,9.8e-06
Thermosporotrichaceae,,,,,,,,,,,2e-05,4e-05,,,4e-05,1.8e-05,2.5e-05,1.2e-05,1e-05,1.9e-05,1.69e-05,1.63e-05,1.6e-05,1.73e-05,1.72e-05
Thermotogaceae,,,,,,,,,,,,,,,,2e-06,,,,,6e-07,6e-07,5e-07,7e-07,8e-07
Thioalkalispiraceae,,,,,,,,,,,,,,,,,,,,,8e-07,8e-07,9e-07,8e-07,
Thioglobaceae,,,,,,,,,,,,,,,,1.8e-05,1.7e-05,1.5e-05,2e-05,1.9e-05,1.79e-05,1.63e-05,1.62e-05,1.74e-05,1.78e-05
Thiohalophilaceae,,,,,,,,,,,,,,,,,,,,,,3e-07,,,
Thiohalorhabdaceae,,,,,,,,,,,,,,,,4.1e-05,,2.7e-05,3.2e-05,4.5e-05,2.94e-05,2.66e-05,2.57e-05,2.61e-05,2.84e-05
Thiohalorhabdus,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Thiomicrospiraceae,,,,,,,,,,,,,,,,2.7e-05,2.8e-05,2.2e-05,1.6e-05,3e-05,1.79e-05,1.94e-05,1.92e-05,1.93e-05,1.66e-05
Thiotrichaceae,,,,,,,,,,,0.00025,0.0003,0.00025,9e-05,0.00017,0.000195,0.000172,0.000174,0.000196,0.000175,0.0002609,0.0002363,0.0002069,0.0002071,0.0002051
Thiotrichales Caedibacter,,,,,,,,,,,,,,,,,,,,,2.2e-06,1.5e-06,2.3e-06,1.5e-06,1.2e-06
Thiotrichales Candidatus Endoecteinascidia,,,,,,,,,,,,,,,,2e-06,2e-06,,,,9e-07,2.4e-06,1.7e-06,1e-06,2.5e-06
Thompsoniidae,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,,,3e-07
Thoracosphaeraceae,,,,,,,,,,,,,,,,,,,,,2e-07,,4e-07,,
Thp-A-102,,,,,,,,,,,,,,,,,,,,,3e-07,3e-07,4e-07,3e-07,3e-07
Thraustochytriaceae,,,,,,0.0003,0.0005,0.0003,,0.0004,0.00029,0.00045,0.00035,0.00043,0.00045,0.000447,0.00039,0.00041,0.000402,0.000424,0.0004546,0.0004308,0.0004533,0.0004357,0.0004542
Thripidae,,,,,,,,,,,,,,,,2e-06,,,,,2.2e-06,2.1e-06,2.3e-06,1.7e-06,2.3e-06
Throscidae,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07,3e-07
Thymelaeaceae,,,,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07
Tingidae,,,,,,,,,,,,,,,,,,,,,,6e-07,6e-07,4e-07,5e-07
Tintinnidae,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,,3e-07,3e-07
Tipulidae,,,0.002,,,0.0002,,0.0003,,,0.00017,0.00012,7e-05,0.00015,0.00012,0.000109,0.000113,0.000126,0.000107,0.00011,0.0001214,0.0001225,0.0001211,0.0001231,0.0001171
Tisbidae,,,,,,,,,,,,,,,,,,,,,,,,9e-07,1.1e-06
Tissierellaceae,,,,,,,,,,,,,,,,,,,,,,9e-07,9e-07,,
Tofieldiaceae,,,,,,,,,,,,,,,,,,,,,1.21e-05,6.1e-06,1.19e-05,7.7e-06,7.2e-06
Torulaceae,,,,,,,,,,,,,,,,,,2e-06,2e-06,,1.3e-06,1.2e-06,1.3e-06,9e-07,1.5e-06
Trachelophyllidae,,,,,,,,,,,,,,,,,,,,,1.2e-06,6e-07,7e-07,6e-07,8e-07
Trachyleberididae,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,,
Trachylinae,,,,,,,,,,,,,,,,,,,,,1.2e-06,1.9e-06,2e-07,1.4e-06,1.9e-06
Trebouxiaceae,,,,,,,,,,,,,,,,,,,,,,3e-07,,,2e-07
Trebouxiophyceae,,,,,,,,,,,,,,,,,,2e-06,,5e-06,1.12e-05,8.6e-06,6.8e-06,9.3e-06,9e-06
Tremellaceae,,,,,,,,,,,,,,,,,,2e-06,,,2.8e-06,2.3e-06,3.2e-06,5e-07,7e-07
Tremellales,,,,,,,,,,,,,,,,,,,,,1.51e-05,1.63e-05,1.69e-05,1.54e-05,1.46e-05
Trentepohliaceae,,,,,,,,,,,,,,,,,,,,3e-06,1.7e-06,1.6e-06,1.1e-06,1.4e-06,1.3e-06
Treubariaceae,,,,,,,,,,,,,,,,,,,,,2e-07,,3e-07,2e-07,
Triaenonychidae,,,,,,,,,,,,,,,,,,,,,,6e-07,,2e-07,4e-07
Trichinellidae,,,,,,,,,,,,,,,,,,2e-06,,,4e-07,4e-07,4e-07,4e-07,2e-07
Trichoceridae,,,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07
Trichocomaceae,,,,,,,,,,,,,,,,,,,,2e-06,6.9e-06,6.4e-06,7.3e-06,6.4e-06,6.4e-06
Trichodinidae,,,,,,,,,,,,,,,,,,,,,8e-07,1.2e-06,6e-07,8e-07,8e-07
Tricholomataceae,,,,,,,,,,,,,,,,,,,,,6e-06,4.7e-06,6.5e-06,5.6e-06,5.3e-06
Trichomonadea,,,,,,,,,,,,,,,,,,,,,2e-07,4e-07,4e-07,8e-07,6e-07
Trichomonascaceae,,,,,,,,,,,,,,,,,,,,,7e-07,5e-07,5e-07,2e-07,7e-07
Trichonymphea,,,,,,,,,,,,,,,,,3e-06,,3e-06,,1.6e-06,6e-07,9e-07,1.1e-06,2e-06
Trichostomatia,,,,0.014,,0.0051,0.0043,0.0027,0.0047,0.0028,0.00439,0.00404,0.0037,0.00391,0.00421,0.003989,0.003865,0.003968,0.003944,0.00407,0.0039349,0.0039468,0.0039455,0.0039387,0.0039279
Tricladiaceae,,,,,,,,,,,,,,,,2e-06,7e-06,5e-06,3e-06,2e-06,1.5e-06,2.3e-06,3.1e-06,4.4e-06,2e-06
Trigonopterygidae,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
Trimastigidae,,,,,,,,,,,,,,,,,,,,,2e-07,3e-07,2e-07,3e-07,3e-07
Triozidae,,,,,,,,,,,,,,,,,,,,,1.9e-06,1.4e-06,2.1e-06,2e-06,1.8e-06
Tritrichomonadea,,,,,,,,,,,,,,,,,,,,,4e-07,2e-07,2e-07,2e-07,1.3e-06
Triuridaceae,,,,,,,,,,,,,,0.00017,0.00018,0.000104,9.4e-05,9.5e-05,0.000115,0.000125,9.46e-05,9.45e-05,9.36e-05,9.15e-05,9.43e-05
Trochamminidae,,,,,,,,,,,,,,,,,,,,,8e-07,7e-07,1.4e-06,,
Trogidae,,,,,,,,,,,,,,,,,,,,,2e-07,3e-07,3e-07,5e-07,
Trogiidae,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,
Tropherymataceae,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,4e-07,
Trueperaceae,,,,,,,,,,,3e-05,4e-05,2e-05,,3e-05,2.1e-05,3e-06,1.3e-05,2.5e-05,1.7e-05,1.87e-05,1.85e-05,1.77e-05,1.75e-05,1.54e-05
Tryonicidae,,,,,,,,,,,,,,,,,,,,,6e-07,7e-07,1e-06,8e-07,4e-07
Trypanosomatidae,,,,,,,,0.0004,0.0005,0.0002,0.00024,0.0002,0.00021,0.00019,0.00023,0.00018,0.000173,0.000176,0.000156,0.000196,0.0001691,0.000168,0.0001663,0.0001635,0.0001721
Tsukubamonadidae,,,,,,,,,,,,,,,,,3e-06,,,,1.3e-06,1.2e-06,6e-07,9e-07,4e-07
Tubiluchidae,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
Tubulanidae,,,,,,,,,,,,,,,,6e-06,8e-06,9e-06,7e-06,9e-06,9e-06,8.9e-06,8.9e-06,9e-06,8.2e-06
Tubulicrinaceae,,,,,,,,,,,,,,,,,,,,,,3e-07,,4e-07,
Tubuliporidae,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Tumidellaceae,,,,,,,,,,,,,,,,,,,,,2e-07,,,2e-07,
Turbanellidae,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,4e-07,
Turicibacteraceae,,,,,,,,,,,0.0001,,,,,4.5e-05,5e-05,4.9e-05,4.9e-05,6.7e-05,4.96e-05,4.59e-05,4.69e-05,4.83e-05,4.83e-05
Tylenchida,0.009,,0.007,,,0.0037,0.0048,0.0034,0.0041,0.0024,0.00393,0.00398,0.00433,0.00427,0.00418,0.004068,0.004057,0.004031,0.003994,0.004008,0.004016,0.004033,0.0040072,0.0040301,0.0040268
Tylenchidae,,,,,,,,,,,,,,,,7e-06,,5e-06,,,4.8e-06,4.1e-06,5e-06,4e-06,3.5e-06
Tylenchulidae,,,,,,,,,,,0.00022,,0.00011,,0.00014,7.7e-05,7.3e-05,6.4e-05,8.5e-05,6.4e-05,5.61e-05,5.67e-05,5.92e-05,5.79e-05,5.7e-05
Tylopharyngidae,,,,,,,,,,,,,,,,,,,,,8e-07,5e-07,4e-07,7e-07,
Typhaceae,,,,,,,,,,,,,,,,2e-06,,,,,6e-07,1.1e-06,9e-07,8e-07,5e-07
UA11,,,,,,,,,,,,,,,,,,,,,2.4e-06,1.8e-06,3e-06,2.2e-06,1.9e-06
UASB-TL25,,,,,,,,,,,,,,,,,9e-06,,,,2.3e-06,3.5e-06,3.5e-06,4e-06,2.7e-06
UBA10353 marine group,,,,,,,,,,,,,,,,1.2e-05,1.2e-05,1.1e-05,8e-06,,1.59e-05,1.48e-05,1.37e-05,1.7e-05,1.51e-05
UBA12409,,,,,,,,,,,,,,,,,,,2.3e-05,,2.5e-06,2e-06,2.9e-06,2.9e-06,2.2e-06
UBA12411,,,,,,,,,,,,,,,,,,2e-06,,,1.7e-06,2e-06,1.9e-06,2.9e-06,2.6e-06
Ulnariaceae,,,,,,,0.0003,,,0.0003,0.00054,0.00048,0.00033,0.00054,0.00062,0.000484,0.000452,0.000471,0.000472,0.000423,0.000495,0.0004872,0.0004947,0.0004948,0.0004905
Ulvaceae,,,,,,,,,,,,,,,,,,,,,4e-07,1.8e-06,1.4e-06,4e-07,1.7e-06
