Order,ocean_combined_1000_1,ocean_combined_1000_2,ocean_combined_1000_3,ocean_combined_1000_4,ocean_combined_1000_5,ocean_combined_10000_1,ocean_combined_10000_2,ocean_combined_10000_3,ocean_combined_10000_4,ocean_combined_10000_5,ocean_combined_100000_1,ocean_combined_100000_2,ocean_combined_100000_3,ocean_combined_100000_4,ocean_combined_100000_5,ocean_combined_1000000_1,ocean_combined_1000000_2,ocean_combined_1000000_3,ocean_combined_1000000_4,ocean_combined_1000000_5,ocean_combined_10000000_1,ocean_combined_10000000_2,ocean_combined_10000000_3,ocean_combined_10000000_4,ocean_combined_10000000_5
Noctilucales,,,,,,,,,,,,,,,,2e-06,2e-06,2e-06,3e-06,,1.8e-06,2e-06,2.1e-06,2.2e-06,2.4e-06
Nostocales,,,,,,,,,,,,,,,2e-05,1.2e-05,9e-06,6e-06,1e-05,7e-06,1.81e-05,2.02e-05,1.75e-05,1.65e-05,2.2e-05
Notothyladales,,,,,,,,,,,,,,,,,,,,,,,,9e-07,
Nucleophaga,,,,,,,,,,,,,,,,,,,,,2.1e-06,2e-06,1.4e-06,1.7e-06,1.2e-06
Nudibranchia,,,,,,,,,,,,,,,,,2e-06,2e-06,,,5.1e-06,4.4e-06,3.4e-06,5e-06,5.1e-06
Nymphaeales,,,,,,,,,,,,,,,,,,,,,1.2e-06,8e-07,7e-07,6e-07,1e-06
OLI11041,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,
OLI11255,,,,,,,,,,,,,,,,,2e-06,,,,4e-07,6e-07,6e-07,4e-07,5e-07
OM182 clade,,,,,,0.0006,,0.0003,,,0.0003,0.00026,0.0002,0.00024,0.0002,0.000223,0.000199,0.000197,0.000225,0.000217,0.0002183,0.0002167,0.0002107,0.0002117,0.0002166
OM190,,,,,,,,0.0003,,,0.0001,8e-05,3e-05,8e-05,0.00024,0.000113,0.000149,0.000108,0.000123,0.00011,0.0001377,0.0001328,0.0001349,0.000135,0.0001351
OPB41,,,,,,,,,,,,,,,,,,,,,,4e-07,6e-07,,
Obscuribacterales,,,,,,,,,,,,,,,,,,,3e-06,2e-06,1.4e-06,2e-06,1.6e-06,1.4e-06,1.3e-06
Oceanospirillales,0.021,0.042,0.026,0.019,0.037,0.0348,0.0307,0.0334,0.0301,0.0344,0.02856,0.02847,0.02911,0.02958,0.02898,0.027704,0.027444,0.027855,0.027936,0.028153,0.0277444,0.0278276,0.0279424,0.0278549,0.0278647
Ochromonadales,,,,,,,,,,,,,,,,,,,,,7e-07,7e-07,4e-07,7e-07,1e-06
Ochrophyta,,,,,,,,,,,3e-05,3e-05,7e-05,,8e-05,0.000175,0.000182,0.000195,0.000161,0.0001,0.0001948,0.0002226,0.00021,0.0001784,0.0002125
Odonata,,,,,,,,,,,,,,,,,,,,,1.7e-06,1.5e-06,2.1e-06,1.1e-06,1.4e-06
Oedogoniales,,,,,,,,,,,,,,,,,,,,,7e-07,8e-07,2e-07,1e-06,1.3e-06
Oegopsida,,,,,,,,,,,,,,,,,,,,2e-06,2e-06,1.9e-06,2.6e-06,2.9e-06,3.1e-06
Oligacanthorhynchida,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,,
Oligoflexales,,,,,,,,,,,,,,,3e-05,2.5e-05,1.5e-05,3.1e-05,2.7e-05,2.4e-05,4.74e-05,4.49e-05,4.77e-05,4.92e-05,4.79e-05
Oligosphaerales,,,,,,,,,,,,,,,,,,,,2e-06,3.4e-06,4.6e-06,4e-06,4.5e-06,5.3e-06
Olpidiopsidales,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Oltmansiellopsidales,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Omnitrophales,,,,,,,,,,,,,,,,8e-06,4e-06,8e-06,,8e-06,6.9e-06,7.3e-06,6.5e-06,6.3e-06,7.3e-06
Onygenales,,,,,,,,,,,,,,,,,,2e-06,,2e-06,7.9e-06,4.9e-06,4.4e-06,3.9e-06,4.1e-06
Opalinata,,,,,,,,,,,,0.0002,,,0.0001,5.5e-05,5.8e-05,5.4e-05,6e-05,6.1e-05,5.82e-05,5.89e-05,5.98e-05,6.01e-05,5.82e-05
Ophiostomatales,,,,,,,,,,,,,,,,5e-06,,5e-06,5e-06,4e-06,7.2e-06,7.5e-06,8.4e-06,7.8e-06,8.9e-06
Opiliones,,,,,,,0.0004,,,,,,,,,2e-05,1.5e-05,8.6e-05,5.8e-05,5.1e-05,7.33e-05,6.9e-05,6.33e-05,7.34e-05,6.39e-05
Opisthorchiida,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,2e-07
Opitutae vadinHA64,,,,,,,,,,,,,,,,,,,,,1.3e-06,1.1e-06,8e-07,1.2e-06,1.4e-06
Opitutales,,,,,,,0.0006,,0.0004,,0.00015,0.00035,0.00026,0.00023,0.00016,0.00014,0.000153,0.000139,0.000134,0.000125,0.000141,0.0001378,0.0001368,0.0001321,0.0001279
Orbales,,,,,,,,,,,,,,,,5e-06,,,7e-06,,3.5e-06,2.9e-06,3.6e-06,3.5e-06,3.4e-06
Orbiliales,,,,,,,,,,,,,,,,,,,,,5e-07,6e-07,4e-07,6e-07,2e-07
Orthonectida,,,,,,,,,,,,,,,,,,,,,5e-07,9e-07,6e-07,8e-07,8e-07
Orthoptera,,,,,,,,,,,,,4e-05,,,,7e-06,6e-06,5e-06,6e-06,6.7e-06,8.3e-06,7.6e-06,7.3e-06,8.2e-06
Oryza sativa Indica Group (long-grained,,,,,,,,,,,,,,,,,,,,,,2e-07,,6e-07,3e-07
Oryza sativa Japonica Group (Japanese,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,,3e-07
Oscillatoriales,,,,,,,,,,,5e-05,3e-05,4e-05,2e-05,,5.9e-05,3.1e-05,5.4e-05,4.1e-05,4e-05,4.34e-05,4.02e-05,4.08e-05,3.85e-05,4.2e-05
Oscillospirales,,,,,,,,,,,,,,,,,,,,,3e-07,4e-07,,4e-07,4e-07
Ostropales,,,,,,,,,,,,,,,,,,,,,,4e-07,7e-07,7e-07,
Oxyrrhinales,,,,,,,,,,,,,,,,,,,,,5e-07,,4e-07,6e-07,
P.palmC41,,,,,,,,,,,,,6e-05,5e-05,,5e-05,3.7e-05,4.3e-05,2.6e-05,3.9e-05,2.7e-05,2.73e-05,2.58e-05,2.65e-05,2.75e-05
PAUC26f,,,,,,,,,,,,,,,,6e-06,1e-05,1.4e-05,,8e-06,9.8e-06,1.06e-05,1.07e-05,1.1e-05,1.13e-05
PAUC43f marine benthic group,,,,,,,,,,,,,,,,1.6e-05,1.8e-05,1.6e-05,1.5e-05,1e-05,1.47e-05,1.39e-05,1.35e-05,1.36e-05,1.41e-05
PB19,,,,,,0.0007,0.0006,0.0006,0.0003,0.0009,0.0006,0.00066,0.0006,0.00058,0.00065,0.000578,0.000573,0.000565,0.000611,0.000581,0.0005625,0.0005731,0.0005612,0.0005569,0.0005591
PLTA13,,,,,,,,,,,,,,,,9e-06,6e-06,9e-06,,9e-06,4.9e-06,5.4e-06,4.8e-06,4.3e-06,5.5e-06
PS-B29,,,,,,,,,,,,,,,,,,,,,,,,8e-07,
PYR10d3,,,,,,,,,,,,,,,,,,,,,3e-07,5e-07,6e-07,7e-07,6e-07
Paenibacillales,,,,,,,,,,,,,,,,,,,,,,5e-07,,,4e-07
Palaeacanthocephala,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Palmariales,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,4e-07,7e-07
Palmophyllales,,,,,,,,,,,,,,,,,,,,,4e-07,6e-07,6e-07,6e-07,2e-07
Pandanales,,,,,,,,,,,,,,0.00017,0.00018,0.000104,9.6e-05,9.5e-05,0.000115,0.000125,9.46e-05,9.47e-05,9.38e-05,9.15e-05,9.45e-05
Parabasalia,,,,,,,,,,,,,,,,,5e-06,,3e-06,,3.7e-06,2.9e-06,2.5e-06,3.4e-06,5.3e-06
Parabodonida,,,,,,0.0006,0.0005,,,,,,,6e-05,,5.4e-05,5.8e-05,5.8e-05,4.6e-05,5.8e-05,5.8e-05,5.73e-05,5.72e-05,5.69e-05,5.73e-05
Paracaedibacterales,,,,,,,,,,,,,,,,,,,,,3e-06,1e-06,2.4e-06,3.1e-06,1e-06
Parachela,,,,,,,,,,,,,,,,,,,,,5.2e-06,5.6e-06,7.4e-06,6.3e-06,5.8e-06
Parachlamydiales,,,,,,,,,,,,,,,0.00015,3e-05,3.6e-05,1.2e-05,3.5e-05,3.1e-05,3.4e-05,3.06e-05,3.26e-05,3.65e-05,3.55e-05
Paraliales,,,,,,,,,,,0.00021,0.0003,0.00026,0.00024,0.00023,0.000279,0.000249,0.000256,0.000232,0.000249,0.0002593,0.0002635,0.0002577,0.0002647,0.0002563
Paramicrosporidium,,,,,,,,,,,,,,,,,,,,,3e-07,3e-07,,,2e-07
Parcubacteria,,,,,,,,,,,,,,,,,,,,,1.5e-06,1e-06,8e-07,1.2e-06,1.4e-06
Parcubacteria bacterium C7867-005 ,,,,,,,,,,,,,,,,,,,,,7e-07,1.1e-06,1e-06,6e-07,1e-06
Parcubacteria group bacterium GW2011_GWA1_40_21,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,2e-07
Parcubacteria group bacterium GW2011_GWA2_39_18,,,,,,,,,,,,,,,,,,,,,2e-07,,,3e-07,3e-07
Parcubacteria group bacterium GW2011_GWA2_47_8b,,,,,,,,,,,,,,,,,,,,,,2e-07,,,2e-07
Parcubacteria group bacterium GW2011_GWE1_40_20,,,,,,,,,,,,,,,,,,,,,,3e-07,,,
Parcubacteria group bacterium GW2011_GWF2_40_69,,,,,,,,,,,,,,,,,,,,,9e-07,6e-07,,5e-07,1e-06
Parvibaculales,,,,,,,,,,,,,,,,,,,,,3.6e-06,3.4e-06,3.4e-06,3.2e-06,3e-06
Parvularculales,,,,,,,,,,,,,,,,1.8e-05,1.7e-05,2.1e-05,1.4e-05,2.4e-05,1.88e-05,1.74e-05,1.9e-05,1.97e-05,1.7e-05
Pasteurellales,,,,,,,,,,,2e-05,,,,2e-05,3e-05,1.2e-05,2.4e-05,2.4e-05,2.5e-05,4.86e-05,4.62e-05,4.44e-05,4.5e-05,4.46e-05
PeM15,,,,,,,,,,0.0009,0.00028,0.00038,0.00031,0.00039,0.00029,0.000308,0.000312,0.000256,0.00024,0.000289,0.0002824,0.0002714,0.0002829,0.000285,0.0002876
Pedinellales,,,,,,,,,,,,,,,,,,5e-06,,5e-06,1.65e-05,1.17e-05,1.94e-05,5.5e-06,1.76e-05
Pedinomonadales,,,,,,,,,,,,,,,,,,,,,7e-07,3e-07,2e-07,,
Pedosphaerales,,,,,,,,,,,5e-05,4e-05,,3e-05,,5.6e-05,4.3e-05,4.6e-05,2.9e-05,5.9e-05,3.81e-05,3.92e-05,4.22e-05,4.17e-05,4.02e-05
Peltigerales,,,,,,,,,,,,,,,,,,,,,2e-07,8e-07,,1e-06,1.3e-06
Peniculida,,,,,,,,,,,,,,,,,,,,,9e-07,8e-07,,5e-07,4e-07
Peptococcales,,,,,,,,,,,,,,,,,,,,,1.1e-06,9e-07,1e-06,1e-06,9e-07
Peptostreptococcales,,,,,,,,,,,,,,,,2.1e-05,2.1e-05,2.7e-05,1.8e-05,2.8e-05,2.14e-05,2.42e-05,2.18e-05,2.45e-05,2.48e-05
Peptostreptococcales-Tissierellales,,,,,,,,,,,,,,,,,,,,,2.3e-06,2.4e-06,2.3e-06,2.8e-06,2.9e-06
Peridiniales,,,,,,0.0012,0.001,0.0017,,0.0015,0.00148,0.00146,0.00227,0.00149,0.00131,0.001547,0.001415,0.001751,0.001405,0.001654,0.0015532,0.0015951,0.0016081,0.0015959,0.0015726
Perissodactyla,,,,,,,,,,,,,,,,,,,,,5e-07,1.2e-06,1e-06,1e-06,1.1e-06
Peronosporales,,,,,,,,,,,,,,,,,,2e-06,3e-06,,2.2e-06,1.9e-06,3.2e-06,1.8e-06,2.2e-06
Peronosporomycetes,,,,,,,,,,,,,,,,,,,,,2.9e-06,2.7e-06,3.8e-06,4.7e-06,3.6e-06
Pertusariales,,,,,,,,,,,,,,,,,,,,,1.9e-06,1e-06,1.3e-06,3e-07,5e-07
Petalomonadida,,,,,,,,,,,,,,,,,,,,,,7e-07,,,
Petrotogales,,,,,,,,,,,,,,,,1.3e-05,8e-06,1.1e-05,5e-06,5e-06,7.5e-06,8.5e-06,9.7e-06,9.5e-06,1.02e-05
Peyssonneliales,,,,,,,,,,,,,,,,,,,,,8e-07,4e-07,2e-07,2e-07,4e-07
Pezizales,,,,,,,,,,,,,,,,,,,,,2.9e-06,3.2e-06,2.6e-06,3.6e-06,3e-06
Pezizomycetes,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Phacus sp. 4 JIK-2013 ,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Phaeoconchia,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,3e-07,3e-07,
Phaeomoniellales,,,,,,,,,,,,,,,,,,,,,6e-07,5e-07,6e-07,6e-07,6e-07
Phaeosphaerida,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Phaffomycetales,,,,,,,,,,,,,,,,9e-06,,,2e-06,,1.5e-06,1.1e-06,8e-07,8e-07,1.5e-06
Phasmatodea,,,,,,,,,,,,,,,,,,,,,,,6e-07,3e-07,3e-07
Philasterida,,,,,,,,,,0.0003,6e-05,4e-05,9e-05,0.00011,7e-05,5.4e-05,5.5e-05,5.6e-05,7.1e-05,6.4e-05,6.43e-05,6.22e-05,6.36e-05,6.49e-05,6.31e-05
Philodinida,,,,,,,,,,,,,,,,,,,,,2e-07,,,2e-07,
Pholidota,,,,,,,,,,,2e-05,,,,,9e-06,1e-05,1e-05,1.4e-05,8e-06,7.5e-06,6.4e-06,6.8e-06,7.8e-06,8.2e-06
Phoroniformea,,,,,,,,,,,,,,,,1e-05,7e-06,,,,8.7e-06,1.36e-05,8.6e-06,1.25e-05,1.37e-05
Phthiraptera,,,,,,,,,,,,,,,,7e-06,9e-06,3e-06,7e-06,2e-06,8.8e-06,7.8e-06,6.7e-06,6.5e-06,6.4e-06
Phycisphaerales,,,,,,0.0003,,,0.0002,,0.00014,0.00015,0.00014,4e-05,0.00014,0.000184,0.000217,0.000173,0.000185,0.000222,0.0002398,0.0002271,0.0002251,0.0002226,0.0002296
Phylactolaemata,,,,,,,,,,,,,,,,3.4e-05,3.1e-05,,,,7e-07,1e-06,7e-07,,8e-07
Phyllodocida,,,,,,,,,,,,,,,,,,,,,,,,,2e-06
Physariida,,,,,,,,,,,,,,,,,,,,,1.2e-06,1.5e-06,1.8e-06,1.6e-06,2.3e-06
Phytodiniales,,,,,,,,,,,,,,,,,,,,,2e-07,,,,2e-07
Picea glauca (white spruce) ,,,,,,,,,,,,,,,,2e-06,,2e-06,2e-06,,3e-06,2e-06,3.2e-06,2.9e-06,3.6e-06
Pichiales,,,,,,,,,,,,,,,,,,,,,5e-07,6e-07,9e-07,5e-07,5e-07
Picochlorum eukaryotum   ,,,,,,,,,,,,,,,,,,,,,,,8e-07,7e-07,
Picomonadidae,,,,,,,,,,,,,,,,,,,,,5e-07,,,6e-07,
Pinguiochrysidales,,,,,,,,,,,,,,,,,,,,,,,,3e-07,3e-07
Pinophyta,,,,,,,,,,,,,,,,1.2e-05,,7e-06,,,1.14e-05,1.39e-05,1.25e-05,9.6e-06,1.41e-05
Piperales,,,,,,,,,,,,,0.00012,,,3.8e-05,3.2e-05,4.3e-05,3.6e-05,3.5e-05,3.93e-05,3.93e-05,4.05e-05,4.04e-05,4.03e-05
Pirellulales,,,,,,,,,0.0009,0.0008,0.00064,0.00078,0.00049,0.00063,0.00054,0.000617,0.000606,0.000631,0.000586,0.000597,0.0005785,0.0005769,0.0005724,0.0005777,0.0005722
Piroplasmida,,,,,,,,,,,,4e-05,4e-05,3e-05,4e-05,5.9e-05,5.4e-05,5.9e-05,0.000102,6.1e-05,9.14e-05,9.72e-05,0.0001101,0.0001046,9.28e-05
Pirsonia,,,,,,,,,,,,,,,,2e-06,,,,,5e-07,8e-07,8e-07,8e-07,5e-07
Pirsoniales,,,,,,,,,,,,,,,,,,,,,,,,,5.4e-06
Pla1 lineage,,,,,,,,,,,,,,,,,,,,,6e-07,1.2e-06,1.6e-06,1.8e-06,9e-07
Pla3 lineage,,,,,,,,,,,,,,,,4e-06,,,,5e-06,4.5e-06,4.6e-06,5.2e-06,3.9e-06,3.5e-06
Pla4 lineage,,,,,,,,,,,,3e-05,,,3e-05,3.4e-05,2.1e-05,2.5e-05,2.7e-05,1.7e-05,2.01e-05,2.17e-05,2.27e-05,2.24e-05,2.21e-05
Placidida,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Plagiopylida,,,,,,,,,,,,,,,,,8e-06,,,,,,,,
Planctomycetales,,,,,,,0.0016,0.0008,0.001,0.0002,0.00124,0.00141,0.0012,0.00098,0.00113,0.00121,0.001276,0.001385,0.001194,0.001396,0.0012339,0.0012283,0.0012577,0.0012275,0.001217
Plasmodiophorida,,,,,,,,,,,,,,,,,1e-05,,,8e-06,3.1e-06,5.9e-06,5.3e-06,5.3e-06,4.7e-06
Plecoptera,,,,,,,,,,,,,,,,1.9e-05,3.2e-05,3.6e-05,2.5e-05,3.1e-05,4.66e-05,4.56e-05,4.47e-05,4.23e-05,4.64e-05
Plectida,,,,,,,,,,,,,,,,,,,,,2e-07,1.3e-06,1.9e-06,6e-07,1.4e-06
Pleosporales,,,,,,,,,,,0.00011,0.00013,0.00014,0.00012,6e-05,7.4e-05,9.1e-05,0.000104,0.000114,9e-05,9.15e-05,9.04e-05,9.53e-05,8.78e-05,9.15e-05
Pleurobranchida,,,,,,,,,,,,,,,,,2e-06,,,,1.1e-06,1.2e-06,9e-07,1.1e-06,1.6e-06
Pleurocapsales,,,,,,,,,,,,,,,7e-05,2.1e-05,2.9e-05,2.3e-05,2e-05,2e-05,2.26e-05,2.21e-05,2.12e-05,2.37e-05,2.2e-05
Pleuronematida,,,,,,,,,,,,,,,,,5e-06,,4e-06,5e-06,4e-06,4.1e-06,4.7e-06,3.3e-06,4.2e-06
Pleurotheciales,,,,,,,,,,,,,,,,,,,,,2e-07,,,2e-07,
Ploima,,,,,,,,,,,,,,,,4e-06,1.6e-05,,1.4e-05,,1.93e-05,2.49e-05,2.15e-05,2.17e-05,1.96e-05
Ploimida,,,,,,,,,,,,,,,,,,,,,,1.9e-06,1.4e-06,,3e-06
Pneumocystales,,,,,,,,,,,,,,,,2e-06,,,,2e-06,2e-06,1.5e-06,2.4e-06,2.2e-06,1.7e-06
Poales,,,,,,,,,,,,8e-05,2e-05,,,3.4e-05,4e-05,3.7e-05,3.3e-05,3.7e-05,5.47e-05,5.46e-05,5.34e-05,5.58e-05,5.58e-05
Podocopida,,,,,,,,,,,,,,,,2e-06,,,,,1.8e-06,8e-07,1e-06,1e-06,1e-06
Poecilosclerida,,,,,,,,,,,,,,,2e-05,2e-05,1.1e-05,2.1e-05,1.8e-05,2.1e-05,1.7e-05,1.9e-05,1.73e-05,1.92e-05,1.88e-05
Poecilostomatoida,,,,,,,,,,,,,,,,,,,,,5.1e-06,2e-07,,,
Polyangiales,,,,,,,,,,,9e-05,9e-05,,,7e-05,7e-05,8e-05,5.8e-05,6.2e-05,5.9e-05,5.35e-05,5.04e-05,5.08e-05,5.17e-05,5.09e-05
Polychaeta,,,,,,,0.0003,0.0003,,,0.00024,0.00018,0.00025,0.00022,0.0003,0.00044,0.000524,0.000329,0.000453,0.000421,0.0004164,0.0004685,0.0004283,0.0004489,0.0004344
Polychytriales,,,,,,,,,,,,,,,,,,,,,5e-07,6e-07,2e-07,5e-07,5e-07
Polycladida,,,,,,,,,,,,,,,,,6e-06,,,6e-06,2.2e-06,5.7e-06,6.1e-06,8.7e-06,9.4e-06
Polymorphida,,,,,,,,,,,,,5e-05,,,1.4e-05,2.3e-05,1.1e-05,1.6e-05,,1.68e-05,1.86e-05,1.62e-05,1.65e-05,1.64e-05
Polypodiales,,,,,,,,,,,,,,,,,,,,,,,6e-07,,1e-06
Polyporales,,,,,,,,,,,,,,,,5.1e-05,5.1e-05,7.9e-05,7.3e-05,4.3e-05,4.68e-05,4.56e-05,4.72e-05,4.75e-05,4.51e-05
Porocephalida,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
Porphyridiales,,,,,,,,,,,,,,,,,,,,,2e-06,2e-06,,2.2e-06,1.8e-06
Prasiolales,,,,,,,,,,,,,,,,1.1e-05,1.4e-05,1e-05,,1e-05,6.8e-06,6e-06,7e-06,6.6e-06,7.2e-06
Preaxostyla,,,,,,,,,,,,,,,,,,,,,4e-07,7e-07,2e-07,5e-07,6e-07
Priapulida,,,,,,,,,,,,,,,,,,,,,1.6e-06,1.3e-06,,1.6e-06,1.1e-06
Priapulimorphida,,,,,,,,,,,,,,,,,,,,5e-06,3.4e-06,2.9e-06,2.7e-06,3.7e-06,3.8e-06
Prolecithophora,,,,,,,,,,,0.00015,0.00011,7e-05,6e-05,0.0001,9.6e-05,9.7e-05,0.000108,0.000103,0.0001,0.0001018,0.0001041,9.91e-05,0.0001024,0.0001019
Propionibacteriales,,,,,,,0.0003,,,,0.00015,0.00026,0.00038,0.00029,9e-05,0.000291,0.000291,0.000308,0.000256,0.000328,0.0003255,0.0003269,0.0003187,0.000324,0.0003233
Prorocentrales,,,,,,,,,,,,,,,,,,,,3e-06,2e-06,1.5e-06,1.4e-06,2e-06,2.2e-06
Prorodontida,,,,,,,,0.0004,,,0.00022,0.00024,0.0003,0.0003,0.00023,0.000268,0.000272,0.000276,0.000266,0.000258,0.0002606,0.0002627,0.0002539,0.0002617,0.0002624
Proseriata,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,3e-07,3e-07,3e-07
Protalveolata,0.011,0.003,0.017,,0.014,0.0125,0.0128,0.012,0.0124,0.0139,0.01179,0.0116,0.01271,0.01208,0.01203,0.012286,0.012242,0.012267,0.012404,0.012403,0.0124963,0.0124886,0.0125118,0.0124467,0.0124862
Proteales,,,,,,,,,,,,,,,,2e-06,4e-06,2e-06,,6e-06,3.9e-06,6.1e-06,9.4e-06,6.5e-06,8e-06
Protoheterotrichida,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,3e-07,,
Protosporangiidae,,,,,,,,,,,,,,,,,,,,,4e-07,3e-07,6e-07,6e-07,5e-07
Protosteliida,,,,,,,,,,,,,,,,,5e-06,,1.3e-05,9e-06,7.8e-06,6.6e-06,7.5e-06,7.2e-06,6.5e-06
Protostomatida,,,,,,,,,,,,,,,,,,,,,7e-07,1e-06,4e-07,5e-07,5e-07
Prymnesiales,,,,,,0.0006,,,,,0.00025,0.00037,0.00032,0.00031,0.00026,0.000278,0.000297,0.000266,0.000275,0.000287,0.0002803,0.0002796,0.0002859,0.0002858,0.0002782
Pseudanabaenales,,,,,,,,,,,,,,,,6e-06,5e-06,7e-06,5e-06,4e-06,6.4e-06,7.1e-06,6.8e-06,6.5e-06,5.8e-06
Pseudoamphisiellida,,,,,,,,,,,,,,,,4e-06,5e-06,4e-06,4e-06,8e-06,4.8e-06,5.5e-06,4.7e-06,7.4e-06,4.4e-06
Pseudomonadales,,,,0.004,,0.0043,0.0038,0.0044,0.0037,0.004,0.00467,0.00455,0.00481,0.00387,0.00421,0.004376,0.004355,0.004523,0.004273,0.004282,0.0045653,0.004464,0.0044839,0.0045221,0.0045421
Pseudonocardiales,,,,,,,,,,,0.00011,0.00038,0.00021,0.00029,0.0002,8.4e-05,9.3e-05,8.8e-05,8.6e-05,0.0001,0.0001161,0.0001143,0.0001034,0.0001112,0.0001059
Pseudonosema,,,,,,,,,,,,,,,,2e-06,,,2e-06,,2e-07,,3e-07,3e-07,2e-07
Pseudoscorpiones,,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07
Pseudoscourfieldia marina   ,,,,,,,,,,,,,,5e-05,,1.6e-05,1.7e-05,1.4e-05,1e-05,1.8e-05,1.34e-05,1.31e-05,1.31e-05,1.39e-05,1.31e-05
Psocoptera,,,,,,,,,,,,,,,,1.2e-05,6e-06,8e-06,7e-06,4e-06,9.1e-06,8.6e-06,8.3e-06,9e-06,9.1e-06
Pterocystis,,,,,,0.0005,0.0008,,,,0.00023,0.00024,0.00025,0.00025,0.00032,0.000249,0.000252,0.000268,0.000233,0.000237,0.0002458,0.0002475,0.0002469,0.0002514,0.0002506
Ptychomniales,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Pucciniales,,,,,,,,,,,,4e-05,,,,1.7e-05,1.8e-05,1.3e-05,1.1e-05,6e-06,1.6e-05,1.72e-05,1.84e-05,1.85e-05,1.77e-05
Pucciniomycetes,,,,,,,,,,,,,,,,,,2e-06,,,6e-07,7e-07,9e-07,1e-06,6e-07
Punica granatum (pomegranate)  ,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
Puniceicoccales,,,,,,,,,,,0.00015,0.00014,0.00016,0.00015,0.00016,0.000165,0.000158,0.000156,0.000146,0.000145,0.0001543,0.0001567,0.0001559,0.0001521,0.0001698
Puniceispirillales,,,,,,,,,,,,,,,0.0001,3.7e-05,4.6e-05,4e-05,3.1e-05,2.6e-05,3.58e-05,3.6e-05,3.5e-05,3.32e-05,3.51e-05
Pyramimonadales,,,,,,,,,,,8e-05,0.00011,9e-05,,6e-05,5.1e-05,6.4e-05,6e-05,5.9e-05,4.4e-05,4.91e-05,4.98e-05,5.05e-05,4.97e-05,5.32e-05
Pyrenomonadales,,,,,,,,,,,,,,,,,,,5e-06,,,2.5e-06,,2.6e-06,5e-07
Pyrenulales,,,,,,,,,,,,,,,,,,,,,,,5e-07,,5e-07
Pythiales,,,,,,,,,,,,0.0002,,,2e-05,0.000158,0.000129,0.000149,0.000111,0.000144,0.0001099,0.0001233,0.0001175,0.0001379,0.0001051
R7C24,,,,,,,,,,,,,,,,,,,,,,8e-07,1.6e-06,7e-07,8e-07
RBG-16-55-12,,,,,,,,,,,,,,,,,,,,,9e-07,1.1e-06,8e-07,8e-07,5e-07
RCP2-54,,,,,,,,,,,,,,,,1.6e-05,1.8e-05,,,,3e-06,4.1e-06,4.5e-06,5.5e-06,3.9e-06
RM2-SGM51,,,,,,,,,,,,,,,,,,,,,4.6e-06,4.1e-06,4.9e-06,4e-06,4e-06
Ramicandelaberales,,,,,,,,,,,0.00046,0.0004,0.00051,0.00061,0.00072,0.000532,0.000534,0.000506,0.000552,0.000538,0.0005279,0.0005224,0.0005159,0.000519,0.0005236
Ranunculales,,,,,,,,,,,,,,,,,,,,,2e-06,2.7e-06,1.1e-06,2e-06,1.6e-06
Retaria,,,,,,,0.0006,0.0006,0.0006,0.0006,0.00138,0.00113,0.00144,0.00123,0.00134,0.001503,0.001566,0.001573,0.001591,0.001613,0.0015486,0.0015757,0.0015776,0.0015673,0.0015501
Rhabditida,,,,,,,0.001,,,,0.00087,0.00074,0.00102,0.00087,0.00075,0.000866,0.000835,0.000915,0.000896,0.000842,0.0009159,0.0009171,0.000911,0.0009135,0.0009031
Rhabditophora,,,,0.025,0.01,0.0066,0.006,0.0072,0.005,0.0045,0.00709,0.0068,0.00648,0.00637,0.00669,0.00653,0.006765,0.006645,0.006756,0.006593,0.0066359,0.0066252,0.0066547,0.0066267,0.006673
Rhabdocoela,,,,,,,,,,,,,,,,,,,,,1.6e-06,3.1e-06,2.8e-06,1.9e-06,2.3e-06
Rhabdomonadales,,,,,,,,,,,,,,,,,,,,,4e-07,2e-07,2e-07,2e-06,4e-07
Rhinebothriidea,,,,,,,,,,,,,,,,,,,,,3.3e-06,,5e-07,2.8e-06,3e-06
